Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,SEGMENT,CITY,STATE,COUNTRY,Postal Code,MARKET,REGION,Product ID,CATEGORY,Sub-Category,Product Name,SALES,QUANTITY,Discount percentage,PROFIT,Shipping Cost,Order Priority,DISCOUNT,LAT,LONG
ORD-000221,2023-08-10,2023-08-15,First Class,CUST-00221,Customer 221,Corporate,Phoenix,IL,United States,17881,APAC Market,East,PROD-000221,Furniture,Chairs,Product 221,91.38,4,0.26,491.45,41.96,High,39.58,-12.96837,106.51197
ORD-000222,2023-08-11,2023-08-16,Standard Class,CUST-00222,Customer 222,Consumer,New York,AZ,United States,75660,APAC Market,East,PROD-000222,Office Supplies,Bookcases,Product 222,766.13,7,0.08,90.55,19.31,Medium,5.88,34.48310,-171.27059
ORD-000223,2023-08-12,2023-08-17,First Class,CUST-00223,Customer 223,Corporate,Los Angeles,AZ,United States,82733,EU Market,East,PROD-000223,Furniture,Phones,Product 223,98.97,6,0.29,-63.54,49.21,High,47.64,3.30129,-163.03622
ORD-000224,2023-08-13,2023-08-22,Standard Class,CUST-00224,Customer 224,Consumer,Houston,AZ,United States,52924,EU Market,Central,PROD-000224,Technology,Chairs,Product 224,741.07,9,0.44,456.04,45.58,High,16.28,18.54795,23.56083
ORD-000225,2023-08-14,2023-08-18,Standard Class,CUST-00225,Customer 225,Consumer,Los Angeles,TX,United States,84337,EU Market,East,PROD-000225,Furniture,Phones,Product 225,642.30,9,0.29,269.59,26.06,High,9.64,57.64165,75.97376
ORD-000226,2023-08-15,2023-08-19,Standard Class,CUST-00226,Customer 226,Home Office,Chicago,CA,United States,12844,EU Market,West,PROD-000226,Furniture,Binders,Product 226,529.46,9,0.31,107.50,21.19,Critical,15.51,-44.31261,101.56770
ORD-000227,2023-08-16,2023-08-18,First Class,CUST-00227,Customer 227,Home Office,Houston,TX,United States,14520,EU Market,East,PROD-000227,Office Supplies,Phones,Product 227,721.72,2,0.39,-53.83,18.02,High,30.92,-80.20917,-112.72685
ORD-000228,2023-08-17,2023-08-26,Second Class,CUST-00228,Customer 228,Home Office,Chicago,TX,United States,42456,US Market,West,PROD-000228,Furniture,Phones,Product 228,280.58,8,0.25,477.68,7.43,Low,19.42,-19.15028,124.87863
ORD-000229,2023-08-18,2023-08-25,First Class,CUST-00229,Customer 229,Home Office,Houston,CA,United States,19238,EU Market,West,PROD-000229,Technology,Binders,Product 229,156.59,6,0.50,415.94,17.58,Critical,19.41,52.29752,-16.96563
ORD-000230,2023-08-19,2023-08-27,Standard Class,CUST-00230,Customer 230,Home Office,Houston,CA,United States,74539,EU Market,East,PROD-000230,Technology,Phones,Product 230,236.65,1,0.24,126.33,23.92,High,49.12,-74.84929,-7.62165
ORD-000231,2023-08-20,2023-08-30,Second Class,CUST-00231,Customer 231,Consumer,Houston,TX,United States,74592,EU Market,East,PROD-000231,Technology,Binders,Product 231,573.46,6,0.14,91.32,33.35,Low,24.25,18.49145,172.25869
ORD-000232,2023-08-21,2023-08-30,Standard Class,CUST-00232,Customer 232,Home Office,Chicago,TX,United States,64847,US Market,South,PROD-000232,Office Supplies,Chairs,Product 232,981.26,5,0.04,61.35,18.47,Critical,6.53,-30.57513,148.70167
ORD-000233,2023-08-22,2023-08-30,Second Class,CUST-00233,Customer 233,Home Office,New York,TX,United States,36931,EU Market,West,PROD-000233,Furniture,Tables,Product 233,320.45,6,0.13,329.61,14.74,Critical,42.65,68.90498,-101.83511
ORD-000234,2023-08-23,2023-08-25,First Class,CUST-00234,Customer 234,Consumer,Houston,IL,United States,88241,APAC Market,South,PROD-000234,Furniture,Bookcases,Product 234,156.96,8,0.23,-15.35,8.79,Low,32.41,3.96438,127.13428
ORD-000235,2023-08-24,2023-08-26,Standard Class,CUST-00235,Customer 235,Corporate,New York,AZ,United States,94015,US Market,East,PROD-000235,Technology,Tables,Product 235,560.85,4,0.49,255.71,39.30,Critical,35.91,-60.66448,-95.63097
ORD-000236,2023-08-25,2023-09-01,Standard Class,CUST-00236,Customer 236,Corporate,Chicago,AZ,United States,82768,US Market,West,PROD-000236,Office Supplies,Bookcases,Product 236,269.29,9,0.44,360.87,33.41,Medium,42.41,-59.83288,-158.60775
ORD-000237,2023-08-26,2023-08-29,Second Class,CUST-00237,Customer 237,Consumer,Los Angeles,TX,United States,93343,US Market,Central,PROD-000237,Office Supplies,Binders,Product 237,84.12,1,0.32,79.18,5.05,Critical,34.48,-30.33959,-104.40210
ORD-000238,2023-08-27,2023-08-28,Second Class,CUST-00238,Customer 238,Home Office,Chicago,CA,United States,97394,APAC Market,West,PROD-000238,Office Supplies,Phones,Product 238,669.03,9,0.07,181.70,43.57,Low,31.72,73.67740,147.74281
ORD-000239,2023-08-28,2023-09-02,Second Class,CUST-00239,Customer 239,Corporate,Houston,CA,United States,38615,EU Market,South,PROD-000239,Furniture,Phones,Product 239,183.22,1,0.25,90.50,35.50,Low,46.21,87.64368,-71.00129
ORD-000240,2023-08-29,2023-09-01,Second Class,CUST-00240,Customer 240,Home Office,New York,CA,United States,88691,US Market,East,PROD-000240,Furniture,Chairs,Product 240,384.81,2,0.30,314.16,44.36,Medium,46.02,65.86045,79.57244
ORD-000241,2023-08-30,2023-09-09,Standard Class,CUST-00241,Customer 241,Home Office,New York,AZ,United States,23402,EU Market,Central,PROD-000241,Technology,Phones,Product 241,177.64,2,0.40,140.38,14.81,Low,29.43,87.57666,-146.60333
ORD-000242,2023-08-31,2023-09-09,First Class,CUST-00242,Customer 242,Consumer,New York,TX,United States,63434,APAC Market,South,PROD-000242,Furniture,Phones,Product 242,999.38,5,0.34,499.01,45.55,High,45.10,26.27930,-121.78153
ORD-000243,2023-09-01,2023-09-10,Same Day,CUST-00243,Customer 243,Home Office,Houston,TX,United States,97478,APAC Market,Central,PROD-000243,Technology,Chairs,Product 243,452.99,1,0.43,-43.25,20.01,High,9.55,-9.99637,135.83730
ORD-000244,2023-09-02,2023-09-08,Same Day,CUST-00244,Customer 244,Corporate,Houston,TX,United States,40664,EU Market,West,PROD-000244,Furniture,Binders,Product 244,565.06,2,0.17,259.39,7.95,Critical,14.30,-60.02091,81.69698
ORD-000245,2023-09-03,2023-09-08,Second Class,CUST-00245,Customer 245,Home Office,Chicago,CA,United States,77389,US Market,South,PROD-000245,Office Supplies,Tables,Product 245,287.14,7,0.30,389.02,24.73,Low,5.92,10.39472,-159.71745
ORD-000246,2023-09-04,2023-09-12,Same Day,CUST-00246,Customer 246,Home Office,Houston,TX,United States,37167,APAC Market,South,PROD-000246,Technology,Binders,Product 246,351.86,3,0.46,-71.35,24.11,Critical,12.15,13.13037,40.04598
ORD-000247,2023-09-05,2023-09-06,Second Class,CUST-00247,Customer 247,Corporate,Chicago,TX,United States,38562,APAC Market,Central,PROD-000247,Technology,Binders,Product 247,229.43,6,0.15,1.32,15.56,Critical,7.37,4.89717,78.38608
ORD-000248,2023-09-06,2023-09-15,First Class,CUST-00248,Customer 248,Corporate,New York,CA,United States,15004,EU Market,Central,PROD-000248,Furniture,Phones,Product 248,890.28,5,0.26,283.74,41.35,High,28.60,83.80162,-36.35174
ORD-000249,2023-09-07,2023-09-11,First Class,CUST-00249,Customer 249,Consumer,Chicago,NY,United States,56702,APAC Market,South,PROD-000249,Office Supplies,Tables,Product 249,339.99,8,0.11,86.90,46.82,Medium,25.89,77.74374,-164.04486
ORD-000250,2023-09-08,2023-09-12,First Class,CUST-00250,Customer 250,Corporate,New York,TX,United States,51474,US Market,West,PROD-000250,Technology,Tables,Product 250,974.37,1,0.23,34.04,32.77,High,18.09,-27.25063,118.51681
ORD-000251,2023-09-09,2023-09-11,Standard Class,CUST-00251,Customer 251,Home Office,Phoenix,NY,United States,17773,EU Market,Central,PROD-000251,Furniture,Chairs,Product 251,519.78,9,0.32,-74.39,27.15,Low,38.09,-5.89614,173.23991
ORD-000252,2023-09-10,2023-09-19,Same Day,CUST-00252,Customer 252,Home Office,Los Angeles,IL,United States,53204,US Market,East,PROD-000252,Furniture,Phones,Product 252,338.92,2,0.48,-43.42,5.83,Low,32.56,45.11856,-72.34328
ORD-000253,2023-09-11,2023-09-13,Standard Class,CUST-00253,Customer 253,Home Office,New York,NY,United States,70137,US Market,West,PROD-000253,Furniture,Chairs,Product 253,456.12,2,0.07,146.80,47.80,Critical,11.66,-35.22494,37.92889
ORD-000254,2023-09-12,2023-09-13,First Class,CUST-00254,Customer 254,Consumer,Phoenix,AZ,United States,28957,APAC Market,Central,PROD-000254,Technology,Bookcases,Product 254,961.30,4,0.38,164.33,24.60,Medium,8.47,-82.61123,-74.07581
ORD-000255,2023-09-13,2023-09-17,First Class,CUST-00255,Customer 255,Home Office,Los Angeles,TX,United States,53090,EU Market,South,PROD-000255,Office Supplies,Chairs,Product 255,999.54,9,0.20,139.33,35.89,High,37.34,-65.16430,-124.85341
ORD-000256,2023-09-14,2023-09-24,Same Day,CUST-00256,Customer 256,Consumer,Phoenix,NY,United States,86672,APAC Market,East,PROD-000256,Office Supplies,Binders,Product 256,518.40,9,0.32,55.12,17.23,Medium,46.58,45.89489,-98.92416
ORD-000257,2023-09-15,2023-09-18,Same Day,CUST-00257,Customer 257,Home Office,Los Angeles,TX,United States,90487,US Market,East,PROD-000257,Technology,Bookcases,Product 257,156.57,9,0.17,429.38,44.15,High,46.26,0.98420,80.44890
ORD-000258,2023-09-16,2023-09-23,Second Class,CUST-00258,Customer 258,Corporate,Chicago,IL,United States,94358,US Market,South,PROD-000258,Office Supplies,Bookcases,Product 258,765.31,6,0.45,-90.72,49.92,Critical,5.55,21.47162,-112.14667
ORD-000259,2023-09-17,2023-09-19,Same Day,CUST-00259,Customer 259,Corporate,Phoenix,NY,United States,41014,US Market,East,PROD-000259,Furniture,Phones,Product 259,771.03,5,0.09,142.85,43.38,Medium,24.86,-45.39233,-85.48054
ORD-000260,2023-09-18,2023-09-24,Standard Class,CUST-00260,Customer 260,Consumer,Chicago,NY,United States,26968,EU Market,Central,PROD-000260,Office Supplies,Binders,Product 260,914.95,4,0.46,415.18,18.59,Critical,18.67,-41.54398,5.01816
ORD-000261,2023-09-19,2023-09-25,First Class,CUST-00261,Customer 261,Home Office,Phoenix,NY,United States,25611,EU Market,South,PROD-000261,Office Supplies,Chairs,Product 261,638.97,4,0.38,10.90,19.40,High,27.20,-53.45178,89.83774
ORD-000262,2023-09-20,2023-09-25,Second Class,CUST-00262,Customer 262,Corporate,Los Angeles,AZ,United States,90091,APAC Market,South,PROD-000262,Technology,Binders,Product 262,808.34,7,0.35,15.50,42.16,Medium,24.35,-18.76588,175.40492
ORD-000263,2023-09-21,2023-09-24,Second Class,CUST-00263,Customer 263,Consumer,Chicago,CA,United States,12823,APAC Market,South,PROD-000263,Office Supplies,Chairs,Product 263,236.41,7,0.05,151.66,13.44,Medium,22.34,61.02493,-119.00653
ORD-000264,2023-09-22,2023-09-29,First Class,CUST-00264,Customer 264,Home Office,Houston,AZ,United States,53250,APAC Market,East,PROD-000264,Furniture,Bookcases,Product 264,239.90,7,0.41,333.38,9.12,High,3.73,45.09764,112.58475
ORD-000265,2023-09-23,2023-09-26,Standard Class,CUST-00265,Customer 265,Consumer,Houston,NY,United States,54992,APAC Market,South,PROD-000265,Technology,Phones,Product 265,472.46,9,0.18,464.84,24.42,Critical,18.84,20.24381,-94.33583
ORD-000266,2023-09-24,2023-09-26,Standard Class,CUST-00266,Customer 266,Corporate,New York,NY,United States,17747,EU Market,East,PROD-000266,Office Supplies,Chairs,Product 266,601.23,7,0.23,487.83,35.58,Critical,26.21,44.31218,-0.95846
ORD-000267,2023-09-25,2023-09-30,First Class,CUST-00267,Customer 267,Home Office,New York,IL,United States,34976,APAC Market,West,PROD-000267,Office Supplies,Tables,Product 267,328.17,5,0.21,-34.40,32.26,Medium,29.95,-43.03158,-100.22116
ORD-000268,2023-09-26,2023-09-28,Standard Class,CUST-00268,Customer 268,Home Office,Los Angeles,TX,United States,35561,US Market,South,PROD-000268,Furniture,Tables,Product 268,561.36,6,0.44,9.34,22.02,Low,13.05,84.47716,-87.60252
ORD-000269,2023-09-27,2023-10-04,First Class,CUST-00269,Customer 269,Corporate,Los Angeles,TX,United States,38508,APAC Market,East,PROD-000269,Technology,Chairs,Product 269,372.83,2,0.40,424.04,37.10,Medium,32.51,82.87513,-151.58637
ORD-000270,2023-09-28,2023-10-01,Same Day,CUST-00270,Customer 270,Home Office,Houston,IL,United States,68579,EU Market,South,PROD-000270,Office Supplies,Binders,Product 270,632.16,2,0.34,171.55,18.28,Critical,20.48,20.52987,-11.15169
ORD-000271,2023-09-29,2023-10-01,Second Class,CUST-00271,Customer 271,Consumer,Phoenix,AZ,United States,51666,EU Market,East,PROD-000271,Office Supplies,Bookcases,Product 271,306.29,6,0.48,492.88,11.11,Medium,38.12,18.08595,-3.01949
ORD-000272,2023-09-30,2023-10-09,First Class,CUST-00272,Customer 272,Corporate,Houston,NY,United States,91943,APAC Market,Central,PROD-000272,Furniture,Phones,Product 272,848.67,5,0.02,347.55,20.54,Critical,34.14,-10.27392,-34.63014
ORD-000273,2023-10-01,2023-10-08,Standard Class,CUST-00273,Customer 273,Consumer,Los Angeles,NY,United States,38367,US Market,West,PROD-000273,Office Supplies,Phones,Product 273,760.89,7,0.03,231.71,28.45,Medium,19.44,-51.87166,111.87953
ORD-000274,2023-10-02,2023-10-03,Second Class,CUST-00274,Customer 274,Consumer,Chicago,AZ,United States,64533,EU Market,West,PROD-000274,Furniture,Chairs,Product 274,527.84,7,0.28,351.16,44.45,Low,30.38,-19.20755,11.35058
ORD-000275,2023-10-03,2023-10-10,Same Day,CUST-00275,Customer 275,Corporate,Houston,IL,United States,19244,US Market,East,PROD-000275,Office Supplies,Chairs,Product 275,947.75,2,0.35,165.44,15.48,Critical,34.97,4.04712,-134.28437
ORD-000276,2023-10-04,2023-10-09,Standard Class,CUST-00276,Customer 276,Corporate,Houston,TX,United States,30219,APAC Market,East,PROD-000276,Technology,Tables,Product 276,952.83,5,0.13,438.40,37.82,Low,36.32,57.93015,-48.87118
ORD-000277,2023-10-05,2023-10-08,Standard Class,CUST-00277,Customer 277,Corporate,Chicago,CA,United States,10691,US Market,Central,PROD-000277,Technology,Bookcases,Product 277,434.34,6,0.06,350.58,13.05,Medium,36.34,-1.11661,-37.71656
ORD-000278,2023-10-06,2023-10-16,Same Day,CUST-00278,Customer 278,Consumer,Los Angeles,TX,United States,22850,US Market,South,PROD-000278,Office Supplies,Phones,Product 278,426.55,8,0.44,411.05,42.56,Low,27.64,49.75562,174.63309
ORD-000279,2023-10-07,2023-10-13,First Class,CUST-00279,Customer 279,Home Office,Houston,TX,United States,30691,EU Market,South,PROD-000279,Furniture,Tables,Product 279,479.61,4,0.17,127.15,27.61,Critical,49.28,17.69592,-153.22445
ORD-000280,2023-10-08,2023-10-14,Same Day,CUST-00280,Customer 280,Home Office,Houston,NY,United States,46595,EU Market,East,PROD-000280,Furniture,Tables,Product 280,68.89,4,0.13,206.27,30.73,High,1.11,38.45572,-74.77375
ORD-000281,2023-10-09,2023-10-11,Standard Class,CUST-00281,Customer 281,Corporate,Phoenix,IL,United States,33373,APAC Market,East,PROD-000281,Office Supplies,Tables,Product 281,755.43,6,0.11,-21.16,37.76,High,39.77,-48.74838,-163.82877
ORD-000282,2023-10-10,2023-10-19,First Class,CUST-00282,Customer 282,Corporate,New York,IL,United States,25385,EU Market,South,PROD-000282,Office Supplies,Chairs,Product 282,600.41,7,0.04,381.04,44.41,Critical,11.28,-80.16211,151.35646
ORD-000283,2023-10-11,2023-10-12,First Class,CUST-00283,Customer 283,Consumer,Houston,TX,United States,85530,APAC Market,East,PROD-000283,Office Supplies,Phones,Product 283,292.45,9,0.03,340.54,49.51,High,43.54,-2.96444,25.74249
ORD-000284,2023-10-12,2023-10-17,First Class,CUST-00284,Customer 284,Corporate,New York,TX,United States,57715,EU Market,East,PROD-000284,Furniture,Phones,Product 284,16.55,4,0.06,50.08,21.96,Low,47.75,28.55811,109.25593
ORD-000285,2023-10-13,2023-10-14,Standard Class,CUST-00285,Customer 285,Consumer,Phoenix,CA,United States,83659,APAC Market,South,PROD-000285,Office Supplies,Phones,Product 285,143.24,5,0.31,219.89,48.70,Medium,31.10,-49.02888,145.42134
ORD-000286,2023-10-14,2023-10-21,First Class,CUST-00286,Customer 286,Home Office,Los Angeles,AZ,United States,26645,EU Market,West,PROD-000286,Furniture,Chairs,Product 286,683.68,8,0.48,236.51,15.54,Medium,10.25,-60.83818,-96.63142
ORD-000287,2023-10-15,2023-10-24,Standard Class,CUST-00287,Customer 287,Home Office,Phoenix,AZ,United States,92651,APAC Market,Central,PROD-000287,Furniture,Binders,Product 287,486.18,2,0.41,39.92,11.98,Medium,41.48,43.90632,-57.11435
ORD-000288,2023-10-16,2023-10-25,Standard Class,CUST-00288,Customer 288,Corporate,Phoenix,CA,United States,26428,EU Market,East,PROD-000288,Technology,Binders,Product 288,372.43,5,0.27,207.68,26.95,High,13.35,18.78970,153.21778
ORD-000289,2023-10-17,2023-10-26,Second Class,CUST-00289,Customer 289,Corporate,Houston,NY,United States,61315,EU Market,West,PROD-000289,Office Supplies,Bookcases,Product 289,630.55,6,0.18,-30.27,47.99,Medium,10.42,67.28021,0.24053
ORD-000290,2023-10-18,2023-10-23,Second Class,CUST-00290,Customer 290,Consumer,Los Angeles,CA,United States,27579,APAC Market,Central,PROD-000290,Technology,Bookcases,Product 290,646.43,8,0.08,338.39,28.50,Low,26.10,-5.84506,-58.04003
ORD-000291,2023-10-19,2023-10-29,Second Class,CUST-00291,Customer 291,Home Office,New York,IL,United States,46891,APAC Market,West,PROD-000291,Office Supplies,Chairs,Product 291,245.15,8,0.24,460.55,45.77,High,40.00,40.26732,-47.17507
ORD-000292,2023-10-20,2023-10-27,First Class,CUST-00292,Customer 292,Corporate,Los Angeles,IL,United States,86197,EU Market,West,PROD-000292,Office Supplies,Bookcases,Product 292,571.91,5,0.29,450.15,9.13,Medium,43.93,-42.06767,142.94804
ORD-000293,2023-10-21,2023-10-23,First Class,CUST-00293,Customer 293,Home Office,Los Angeles,TX,United States,75850,US Market,South,PROD-000293,Technology,Binders,Product 293,231.48,5,0.29,21.78,17.88,Medium,4.51,-71.99753,149.81129
ORD-000294,2023-10-22,2023-11-01,Same Day,CUST-00294,Customer 294,Consumer,Phoenix,CA,United States,78361,US Market,Central,PROD-000294,Furniture,Binders,Product 294,897.06,3,0.04,182.27,23.89,High,1.69,78.81036,124.41372
ORD-000295,2023-10-23,2023-10-29,First Class,CUST-00295,Customer 295,Home Office,Los Angeles,IL,United States,48090,APAC Market,East,PROD-000295,Technology,Phones,Product 295,173.76,7,0.33,93.22,29.43,Low,15.64,18.16946,-2.13479
ORD-000296,2023-10-24,2023-10-30,Second Class,CUST-00296,Customer 296,Consumer,Houston,TX,United States,32437,APAC Market,Central,PROD-000296,Furniture,Bookcases,Product 296,610.22,7,0.47,-44.15,22.30,High,7.59,-52.48906,-4.83937
ORD-000297,2023-10-25,2023-11-04,Same Day,CUST-00297,Customer 297,Home Office,New York,AZ,United States,32218,EU Market,South,PROD-000297,Furniture,Chairs,Product 297,956.54,3,0.34,343.22,36.99,High,10.74,-83.68489,15.29431
ORD-000298,2023-10-26,2023-11-02,Same Day,CUST-00298,Customer 298,Consumer,New York,IL,United States,61256,EU Market,West,PROD-000298,Technology,Binders,Product 298,483.66,4,0.21,278.96,13.09,Low,4.05,57.00172,150.35222
ORD-000299,2023-10-27,2023-10-29,First Class,CUST-00299,Customer 299,Corporate,Phoenix,AZ,United States,13408,EU Market,West,PROD-000299,Furniture,Bookcases,Product 299,368.63,4,0.40,452.95,19.44,High,42.02,32.80737,112.06753
ORD-000300,2023-10-28,2023-10-30,Same Day,CUST-00300,Customer 300,Corporate,Houston,TX,United States,39702,EU Market,East,PROD-000300,Office Supplies,Tables,Product 300,71.27,1,0.08,226.16,8.39,High,3.33,-30.59791,8.62132
ORD-000301,2023-10-29,2023-10-30,Standard Class,CUST-00301,Customer 301,Home Office,Phoenix,IL,United States,18554,EU Market,East,PROD-000301,Technology,Binders,Product 301,747.22,9,0.04,450.24,14.76,Critical,46.41,-75.46418,-128.82149
ORD-000302,2023-10-30,2023-11-08,First Class,CUST-00302,Customer 302,Corporate,Los Angeles,AZ,United States,95034,APAC Market,East,PROD-000302,Furniture,Phones,Product 302,293.01,2,0.21,310.46,37.31,Critical,45.11,-18.23322,140.48446
ORD-000303,2023-10-31,2023-11-06,Standard Class,CUST-00303,Customer 303,Corporate,Phoenix,CA,United States,10225,US Market,South,PROD-000303,Office Supplies,Phones,Product 303,146.49,9,0.03,307.65,22.16,Critical,35.76,-80.53621,-167.46188
ORD-000304,2023-11-01,2023-11-07,Standard Class,CUST-00304,Customer 304,Consumer,New York,NY,United States,98275,APAC Market,South,PROD-000304,Office Supplies,Bookcases,Product 304,248.70,6,0.02,286.05,32.19,High,9.65,36.63339,-177.79698
ORD-000305,2023-11-02,2023-11-03,First Class,CUST-00305,Customer 305,Corporate,Houston,CA,United States,46730,EU Market,West,PROD-000305,Furniture,Phones,Product 305,932.09,6,0.34,301.75,27.25,Low,10.34,33.25138,58.51005
ORD-000306,2023-11-03,2023-11-10,First Class,CUST-00306,Customer 306,Corporate,Los Angeles,AZ,United States,44348,US Market,West,PROD-000306,Office Supplies,Binders,Product 306,736.75,2,0.31,95.68,44.98,Medium,31.52,56.11819,-4.29079
ORD-000307,2023-11-04,2023-11-13,First Class,CUST-00307,Customer 307,Corporate,Houston,IL,United States,42169,APAC Market,West,PROD-000307,Office Supplies,Binders,Product 307,321.33,9,0.37,289.29,13.26,Medium,44.71,74.71091,20.07993
ORD-000308,2023-11-05,2023-11-11,First Class,CUST-00308,Customer 308,Corporate,Houston,IL,United States,38267,US Market,Central,PROD-000308,Office Supplies,Binders,Product 308,256.89,6,0.14,162.36,11.73,High,45.01,-22.82357,-10.95284
ORD-000309,2023-11-06,2023-11-14,Standard Class,CUST-00309,Customer 309,Corporate,New York,AZ,United States,96515,US Market,Central,PROD-000309,Technology,Phones,Product 309,541.28,5,0.01,141.46,49.83,Low,1.71,-44.77512,147.32090
ORD-000310,2023-11-07,2023-11-17,Standard Class,CUST-00310,Customer 310,Home Office,Los Angeles,TX,United States,17476,EU Market,West,PROD-000310,Office Supplies,Chairs,Product 310,67.53,5,0.08,359.64,22.78,High,36.15,83.70982,-153.86910
ORD-000311,2023-11-08,2023-11-18,Second Class,CUST-00311,Customer 311,Corporate,Houston,IL,United States,75856,APAC Market,Central,PROD-000311,Furniture,Binders,Product 311,587.30,8,0.46,405.09,14.45,Critical,34.54,-30.09118,143.26550
ORD-000312,2023-11-09,2023-11-10,First Class,CUST-00312,Customer 312,Consumer,Los Angeles,AZ,United States,91146,APAC Market,West,PROD-000312,Furniture,Phones,Product 312,700.24,2,0.10,351.23,39.37,Medium,48.42,53.36833,-69.21763
ORD-000313,2023-11-10,2023-11-12,Same Day,CUST-00313,Customer 313,Home Office,Los Angeles,AZ,United States,70442,US Market,Central,PROD-000313,Furniture,Bookcases,Product 313,575.55,4,0.05,248.21,48.90,Critical,49.34,-7.24391,85.61661
ORD-000314,2023-11-11,2023-11-21,First Class,CUST-00314,Customer 314,Home Office,New York,CA,United States,73491,APAC Market,East,PROD-000314,Furniture,Tables,Product 314,682.94,9,0.11,227.41,35.77,High,17.02,84.58138,7.39674
ORD-000315,2023-11-12,2023-11-17,Standard Class,CUST-00315,Customer 315,Home Office,Los Angeles,IL,United States,23654,APAC Market,South,PROD-000315,Office Supplies,Binders,Product 315,636.75,2,0.10,180.14,34.17,Critical,16.73,20.84192,58.15405
ORD-000316,2023-11-13,2023-11-18,First Class,CUST-00316,Customer 316,Corporate,Houston,TX,United States,71607,EU Market,West,PROD-000316,Office Supplies,Binders,Product 316,556.31,3,0.46,73.38,38.29,High,32.06,-74.44630,-53.27141
ORD-000317,2023-11-14,2023-11-18,First Class,CUST-00317,Customer 317,Consumer,Phoenix,NY,United States,21774,APAC Market,Central,PROD-000317,Furniture,Phones,Product 317,180.25,8,0.23,202.26,43.03,Critical,32.95,44.53367,138.57192
ORD-000318,2023-11-15,2023-11-16,Standard Class,CUST-00318,Customer 318,Home Office,New York,TX,United States,75060,US Market,West,PROD-000318,Furniture,Binders,Product 318,712.82,7,0.27,161.23,8.10,Low,26.25,-18.77634,65.86514
ORD-000319,2023-11-16,2023-11-17,Same Day,CUST-00319,Customer 319,Corporate,Phoenix,IL,United States,20487,EU Market,East,PROD-000319,Furniture,Tables,Product 319,665.80,2,0.12,-4.52,47.94,Low,43.20,-38.73988,120.28994
ORD-000320,2023-11-17,2023-11-22,Same Day,CUST-00320,Customer 320,Consumer,Phoenix,CA,United States,82992,US Market,West,PROD-000320,Office Supplies,Chairs,Product 320,363.58,2,0.48,372.14,33.42,Low,9.57,-72.37898,-59.75886
ORD-000321,2023-11-18,2023-11-20,First Class,CUST-00321,Customer 321,Home Office,Phoenix,AZ,United States,83733,EU Market,West,PROD-000321,Office Supplies,Tables,Product 321,923.13,3,0.08,442.49,45.62,Low,27.25,63.50529,154.12196
ORD-000322,2023-11-19,2023-11-25,First Class,CUST-00322,Customer 322,Home Office,New York,TX,United States,87643,US Market,Central,PROD-000322,Technology,Tables,Product 322,694.86,4,0.25,124.18,19.05,High,0.66,33.35120,134.46670
ORD-000323,2023-11-20,2023-11-28,Standard Class,CUST-00323,Customer 323,Home Office,New York,CA,United States,32424,US Market,Central,PROD-000323,Technology,Tables,Product 323,431.99,9,0.36,37.08,36.50,Medium,21.23,-19.85775,16.28324
ORD-000324,2023-11-21,2023-11-22,Standard Class,CUST-00324,Customer 324,Consumer,Houston,TX,United States,19711,EU Market,East,PROD-000324,Furniture,Bookcases,Product 324,666.27,6,0.03,-66.22,13.38,High,12.96,34.31439,107.82581
ORD-000325,2023-11-22,2023-11-25,Standard Class,CUST-00325,Customer 325,Consumer,Chicago,AZ,United States,12066,APAC Market,West,PROD-000325,Furniture,Chairs,Product 325,478.75,5,0.18,375.07,49.59,Medium,18.44,-69.09427,-130.07402
ORD-000326,2023-11-23,2023-12-02,Second Class,CUST-00326,Customer 326,Corporate,Phoenix,AZ,United States,62950,EU Market,Central,PROD-000326,Technology,Tables,Product 326,145.39,1,0.39,288.40,42.79,Low,7.81,76.03879,-2.27860
ORD-000327,2023-11-24,2023-11-26,Same Day,CUST-00327,Customer 327,Consumer,Phoenix,AZ,United States,34856,EU Market,East,PROD-000327,Office Supplies,Chairs,Product 327,190.59,6,0.16,141.22,44.12,Critical,24.76,82.67504,159.18774
ORD-000328,2023-11-25,2023-11-29,Standard Class,CUST-00328,Customer 328,Home Office,Phoenix,AZ,United States,10264,EU Market,West,PROD-000328,Office Supplies,Binders,Product 328,38.04,1,0.03,303.26,41.88,Critical,28.45,-54.46635,56.38264
ORD-000329,2023-11-26,2023-11-27,Same Day,CUST-00329,Customer 329,Consumer,Houston,IL,United States,50194,EU Market,South,PROD-000329,Technology,Bookcases,Product 329,490.02,4,0.42,98.83,47.07,High,32.55,33.32075,-118.28085
ORD-000330,2023-11-27,2023-12-05,Standard Class,CUST-00330,Customer 330,Corporate,New York,NY,United States,48127,EU Market,Central,PROD-000330,Office Supplies,Binders,Product 330,266.27,9,0.08,208.44,41.20,Medium,36.06,75.27268,77.22615
ORD-000331,2023-11-28,2023-12-01,Standard Class,CUST-00331,Customer 331,Corporate,Houston,CA,United States,17664,EU Market,Central,PROD-000331,Furniture,Tables,Product 331,758.07,9,0.02,-89.43,42.10,Medium,46.92,3.24169,135.05534
